"Id","SalePrice"
1746,230600.243795692
1747,224462.044382046
1748,224392.968248
1749,142745.778853761
1750,132734.710903795
1751,246497.951340406
1752,114940.373002096
1753,149657.224851851
1754,198463.487763074
1755,160734.07655751
1756,126371.005396603
1757,116911.26455682
1758,149799.681795375
1759,168427.454984792
1760,158482.295516575
1761,148443.903943111
1762,172530.688832893
1763,181885.242675305
1764,114321.198643439
1765,144597.49712323
1766,193494.712086225
1767,228602.487010285
1768,143893.213363717
1769,177438.571176357
1770,151466.612599917
1771,122952.370023818
1772,132458.435127365
1773,129151.004191015
1774,147638.49252173
1775,148530.093379102
1776,133913.190866692
1777,112111.518964303
1778,137464.259043174
1779,121334.405473478
1780,174645.785311312
1781,130344.242811118
1782,78533.2052397328
1783,126636.956341039
1784,102624.691256532
1785,113086.600702114
1786,137231.461773859
1787,167726.233023384
1788,56050.6608855423
1789,98995.7183774822
1790,71406.9689948465
1791,182264.397039154
1792,164259.37810668
1793,129499.634998308
1794,156745.991358819
1795,136535.671036949
1796,136958.648718365
1797,118195.194825542
1798,122597.115919002
1799,112188.906372142
1800,134464.981053543
1801,124498.521754446
1802,151603.183225428
1803,157595.383145965
1804,137939.340757934
1805,140923.089263531
1806,135055.370603572
1807,134804.815955355
1808,127379.080487797
1809,116975.61927584
1810,133976.113575478
1811,92789.551433075
1812,99707.7491629676
1813,116557.626784587
1814,92817.9941591093
1815,55989.4777955811
1816,99247.9530300446
1817,107546.131325507
1818,140445.280983514
1819,124393.784800809
1820,71185.1222541573
1821,130786.675952815
1822,147379.012888248
1823,55546.9414912372
1824,140093.939927098
1825,145665.581563155
1826,106675.06029899
1827,103110.409903764
1828,135580.259623526
1829,139947.418199613
1830,149846.332415786
1831,160671.787507495
1832,89247.4072766622
1833,144617.440400244
1834,117335.841202345
1835,122084.155984832
1836,134866.297873861
1837,85538.8541823497
1838,123435.684671836
1839,104560.040078996
1840,135965.454922461
1841,129082.206581347
1842,98032.8490001355
1843,122046.6271282
1844,142785.178107579
1845,146514.004678967
1846,145122.616909835
1847,185873.485796518
1848,53646.7887117161
1849,122267.120152311
1850,118035.289695305
1851,154349.273625823
1852,126081.055969367
1853,116171.767552436
1854,163427.657405231
1855,154367.215760815
1856,220445.476701105
1857,162128.17060686
1858,152293.847877353
1859,143265.800160816
1860,152184.845454679
1861,142221.633475309
1862,294279.162988218
1863,277667.01798597
1864,277672.252366312
1865,298020.115196245
1866,292615.16886562
1867,233151.276396156
1868,273923.670634514
1869,206634.403923574
1870,223642.175724887
1871,230991.741588181
1872,168526.592032732
1873,229201.294137111
1874,156719.987614743
1875,203739.240929543
1876,202770.942621811
1877,215482.634501839
1878,213544.036934809
1879,128436.121403383
1880,146773.850747477
1881,246185.57721873
1882,244929.411651799
1883,193067.40420599
1884,207815.848584866
1885,229304.33623464
1886,264695.319071929
1887,218588.207056361
1888,271000.426472531
1889,165263.819069629
1890,111953.422743971
1891,136473.548921939
1892,91085.0837454418
1893,129563.94508906
1894,125634.016382077
1895,130993.912366798
1896,126958.697248565
1897,111470.593181407
1898,114550.108996624
1899,164909.071995661
1900,160052.195138379
1901,157923.173463987
1902,143212.381874833
1903,211657.780638443
1904,138996.080599149
1905,191015.146646339
1906,120491.598833267
1907,203548.813836531
1908,122612.433854004
1909,145008.892241316
1910,131244.046465333
1911,214448.604651061
1912,297637.669012562
1913,131674.490039075
1914,67787.6388996403
1915,247616.244316584
1916,57618.3632033146
1917,243132.422882458
1918,145117.48201685
1919,196780.489837124
1920,163445.783508987
1921,331172.807707215
1922,285639.539668047
1923,263771.837087666
1924,219173.144837869
1925,208077.612624984
1926,338059.503471882
1927,133025.996500644
1928,153834.258153591
1929,126612.815118524
1930,137896.305325605
1931,140700.969185866
1932,136833.947910225
1933,169533.465978081
1934,188599.54737122
1935,173950.470508428
1936,187308.851228708
1937,179810.441327871
1938,169255.102374539
1939,253433.082144411
1940,210187.273353171
1941,189218.311230757
1942,187373.841311257
1943,225904.982936309
1944,302603.900796433
1945,344163.97591741
1946,148118.066963964
1947,216073.159644795
1948,180526.7194643
1949,226673.110422622
1950,194026.499779299
1951,248840.797886617
1952,213961.677325837
1953,161279.286278271
1954,194280.3770394
1955,140670.794658914
1956,297807.135829275
1957,163687.567191617
1958,274212.54165254
1959,143674.100129819
1960,107851.178457719
1961,119829.603742945
1962,97393.0868157161
1963,105284.768664211
1964,102033.464692924
1965,155303.726700879
1966,144688.004334379
1967,289230.845175397
1968,373288.435562884
1969,346657.097832043
1970,373664.198682914
1971,441931.631298226
1972,360847.715307393
1973,273371.54077835
1974,318261.949170949
1975,476569.237326029
1976,288462.585889803
1977,341695.953949644
1978,331127.956315058
1979,316491.214254082
1980,209771.14743037
1981,335837.159909727
1982,240029.499613537
1983,221450.886481916
1984,192076.042065456
1985,222911.392845071
1986,226423.982669416
1987,181050.403941655
1988,176481.630016541
1989,201198.748106084
1990,212905.364308086
1991,238082.424702601
1992,217793.023616918
1993,182807.979476114
1994,240727.532178486
1995,196969.452744834
1996,257316.92173828
1997,313472.198540653
1998,328478.529769242
1999,275433.046639708
2000,335367.826084747
2001,279695.788334055
2002,249764.24075383
2003,261332.195622032
2004,274524.480020802
2005,216264.29619814
2006,220257.228718006
2007,254062.897855405
2008,210068.753688997
2009,184862.263877666
2010,188453.59904685
2011,137387.867881834
2012,169495.287422218
2013,170875.822533287
2014,175374.520835127
2015,190837.68377488
2016,183274.326901143
2017,190186.872112757
2018,115655.652523627
2019,126858.140998431
2020,103997.131880846
2021,102672.82240444
2022,192376.482868656
2023,137718.02845225
2024,285123.936974386
2025,351545.730727893
2026,183796.05831277
2027,162566.80544048
2028,169865.75675197
2029,177508.163690174
2030,272597.78487735
2031,243632.964483722
2032,249006.202036688
2033,265377.10174343
2034,182205.720317806
2035,225289.343289872
2036,211205.046655366
2037,214037.173720123
2038,329421.270164866
2039,222860.776227644
2040,313966.377855803
2041,304192.016857282
2042,214930.85734173
2043,181222.617172607
2044,189516.728785895
2045,214799.345207299
2046,156979.385493077
2047,138961.165371632
2048,135415.154996321
2049,147006.688517026
2050,180062.667368392
2051,113530.585202657
2052,131183.962146627
2053,141924.337103084
2054,91447.2400167705
2055,160668.178972666
2056,156568.44239297
2057,112976.168300445
2058,197836.618279751
2059,133187.000095922
2060,173620.966567474
2061,182726.100786621
2062,130958.642535726
2063,117900.772710536
2064,139739.590172248
2065,118389.527252966
2066,182166.320516188
2067,128886.392543908
2068,152731.818721239
2069,85447.2274452327
2070,119647.290306177
2071,86628.8304615725
2072,143178.509595169
2073,129929.474013072
2074,180871.30405702
2075,143070.311165258
2076,122136.460663423
2077,149680.465413049
2078,119419.417167078
2079,139622.268854571
2080,131429.551417426
2081,136290.775907471
2082,119806.511552393
2083,153882.222461131
2084,113794.04052109
2085,116784.757974635
2086,110029.134589316
2087,122172.631016263
2088,98365.5527672466
2089,78873.5251234067
2090,126572.759598586
2091,99383.8265461348
2092,125021.434061987
2093,114995.505334451
2094,113630.388968247
2095,136299.948684875
2096,92578.8605271577
2097,104310.198610043
2098,143047.956101606
2099,47922.1225873709
2100,77598.6045000547
2101,112233.018749526
2102,135180.269493729
2103,103518.882843392
2104,139512.793678563
2105,130203.155055875
2106,58524.4436191479
2107,186021.400593158
2108,112007.319482902
2109,104447.339563363
2110,131514.873838714
2111,164262.558714281
2112,136516.655115031
2113,116833.981747536
2114,123958.387191438
2115,156232.012260454
2116,119120.743662826
2117,146616.632987144
2118,121847.063892356
2119,124791.055988779
2120,112193.686817587
2121,95753.3035008565
2122,109673.867727181
2123,88749.2202094215
2124,168643.574717056
2125,129916.317394358
2126,145978.006566815
2127,163079.156254051
2128,141123.980098652
2129,96600.0019275562
2130,123128.006282748
2131,143430.515176125
2132,115279.276763333
2133,122578.484070694
2134,126128.092084587
2135,99886.071471896
2136,62546.8308653784
2137,105350.158138398
2138,128907.98023563
2139,148355.205046993
2140,136159.101747161
2141,165141.427459651
2142,122195.178037961
2143,146910.204543975
2144,131915.881030247
2145,133143.315638805
2146,173299.85295825
2147,168662.328477864
2148,149643.083187784
2149,149027.218145367
2150,237301.520326987
2151,126782.164496817
2152,158373.49152406
2153,170625.529183087
2154,100177.635927729
2155,136844.203512718
2156,236622.451654073
2157,227198.119911923
2158,223611.68093828
2159,216707.946036568
2160,182358.508255163
2161,245738.671473625
2162,364758.840907354
2163,301981.280196931
2164,242550.237134711
2165,221856.206861991
2166,165238.062318082
2167,221623.086864467
2168,194189.969730793
2169,195963.592823584
2170,221497.45996166
2171,165789.263784656
2172,141090.299353736
2173,189742.784777019
2174,231516.205457285
2175,306457.144961213
2176,293062.748911458
2177,238798.401234657
2178,220959.388136675
2179,146541.249393399
2180,228356.590714967
2181,197371.023604171
2182,227297.9702753
2183,192766.73556797
2184,116131.977446638
2185,124721.344676949
2186,145748.866375609
2187,153102.345351108
2188,151896.006058132
2189,262033.167215807
2190,88538.9119271401
2191,89432.4704196142
2192,86611.942429917
2193,108709.903357083
2194,110036.875586768
2195,102434.481665463
2196,106655.870627716
2197,119974.050275658
2198,166854.045909863
2199,168846.138208094
2200,153560.973123969
2201,145877.250502914
2202,213894.178149881
2203,144684.130587086
2204,164505.288156065
2205,121245.255309477
2206,135110.865630226
2207,227851.952810156
2208,265794.162800738
2209,208223.805363118
2210,125546.101415056
2211,120357.663791349
2212,120139.702074036
2213,102894.901657708
2214,122596.716430395
2215,100427.39892539
2216,133338.352909882
2217,56060.6484858091
2218,91332.2136340064
2219,84515.0870638935
2220,76953.4005621439
2221,249353.158296979
2222,232383.754161806
2223,250804.710476035
2224,209884.847349004
2225,131359.636765309
2226,184805.017225889
2227,228085.084258411
2228,258056.256563458
2229,249564.008935134
2230,161017.034991919
2231,209473.47979243
2232,188763.401303227
2233,183884.258728745
2234,242875.624072547
2235,218376.196440537
2236,262742.272932459
2237,305488.951197464
2238,208367.478270778
2239,115982.406818442
2240,164794.965198949
2241,148218.184847593
2242,129438.039303937
2243,145639.571780886
2244,104734.638530451
2245,100897.152730797
2246,147032.690510727
2247,123856.799936862
2248,125792.663461203
2249,117828.215008108
2250,128603.466773191
2251,96328.412697267
2252,187799.372768875
2253,170971.350700742
2254,194825.933910713
2255,200944.024314963
2256,185358.300556757
2257,218655.53791831
2258,175852.380953934
2259,192083.688402055
2260,174267.692934374
2261,214532.708460213
2262,239832.784820738
2263,335051.773414888
2264,428583.189758545
2265,182697.797017739
2266,284717.294627577
2267,337837.852146179
2268,426900.121739655
2269,154910.912145405
2270,188142.49760339
2271,225576.96663395
2272,202871.593368562
2273,164388.033656641
2274,180796.727738787
2275,154028.072644912
2276,190354.123948493
2277,192678.47662052
2278,162092.035023923
2279,111651.30255588
2280,117840.414847539
2281,164719.222717814
2282,174181.64032827
2283,108574.597525886
2284,108311.548459466
2285,150101.256079865
2286,128052.895047587
2287,345411.181463024
2288,285677.590035822
2289,351937.904316934
2290,411587.071853789
2291,313640.31246364
2292,411738.403857353
2293,427995.949230693
2294,372130.424977569
2295,467056.983633846
2296,292106.79701353
2297,315904.730380559
2298,309917.337573107
2299,346111.340893057
2300,325992.454876402
2301,289679.796800079
2302,270893.950686114
2303,268359.42918195
2304,273468.984321037
2305,206246.974759615
2306,203415.642870192
2307,215900.508109203
2308,237733.287617879
2309,288747.765754672
2310,229917.790413265
2311,234560.289583287
2312,179392.811795149
2313,181845.082084394
2314,186693.846108323
2315,182132.202738225
2316,208810.085319535
2317,195439.019682419
2318,177507.324768673
2319,190170.936884172
2320,199204.983873659
2321,245790.838069928
2322,186482.583110124
2323,190899.775444108
2324,199680.280275431
2325,217240.284650717
2326,184606.142668664
2327,213924.683534827
2328,226109.218939384
2329,203474.171786448
2330,196322.524977723
2331,359953.961590361
2332,393939.378415362
2333,340782.169226585
2334,273646.227396235
2335,288794.179705706
2336,328476.873183625
2337,203901.886736539
2338,267904.969276402
2339,238973.136526781
2340,372994.553875946
2341,210947.051895023
2342,244864.100263091
2343,235966.889680136
2344,243851.294466586
2345,252982.98446649
2346,215972.88377224
2347,203426.340772025
2348,235732.320120672
2349,172568.664107087
2350,275071.81966798
2351,245665.587328942
2352,259364.889591942
2353,238163.352098551
2354,142638.09750172
2355,150360.927588662
2356,144711.009157658
2357,196247.745764381
2358,189887.25009318
2359,146291.834499464
2360,119565.520487256
2361,151451.053173622
2362,274341.774175319
2363,131989.826726627
2364,157214.663768123
2365,236023.209648634
2366,204678.681671912
2367,239099.481744579
2368,220012.299941433
2369,230432.968339911
2370,182211.135053746
2371,173813.385453791
2372,201260.766138333
2373,285354.97061108
2374,309466.824245928
2375,249695.043688574
2376,306666.429904608
2377,340893.969307143
2378,159395.803368811
2379,224417.417283434
2380,156950.173600511
2381,174981.867394184
2382,221235.412404738
2383,209654.538388103
2384,237743.938087702
2385,169546.811499686
2386,138067.120332633
2387,138496.344293348
2388,115710.773336349
2389,121213.798867983
2390,148019.628672691
2391,145485.959123938
2392,121063.708451691
2393,167983.865706402
2394,139652.430249048
2395,205742.487800091
2396,149097.57293159
2397,220612.696126802
2398,134138.23342187
2399,65135.3921352355
2400,66576.8058768636
2401,109848.256404242
2402,139292.01155408
2403,156915.644306431
2404,154331.73700263
2405,167612.274779599
2406,143470.20627366
2407,128621.892022058
2408,153965.693873664
2409,126819.614054048
2410,185074.609971284
2411,117650.963956756
2412,157737.881541477
2413,136590.12755619
2414,153751.568681966
2415,141947.904764834
2416,134201.493116752
2417,137609.997938414
2418,136029.856375406
2419,132658.605842795
2420,127141.496007774
2421,152211.716883495
2422,95631.3034206202
2423,110197.21042629
2424,168983.067281092
2425,194589.32002808
2426,118734.542793974
2427,125509.5115536
2428,183208.569556107
2429,113060.294748806
2430,137081.786958423
2431,116472.33223387
2432,142613.718813536
2433,147261.839165044
2434,147631.064438
2435,158866.210367943
2436,110074.612869012
2437,103916.616031429
2438,121473.629882387
2439,109649.172099988
2440,133070.794772478
2441,99494.3593400357
2442,106172.046514774
2443,133374.31238222
2444,123841.027099395
2445,95199.9689624977
2446,139025.622560706
2447,186847.687645744
2448,131178.552633193
2449,121727.713295796
2450,156246.559441901
2451,126857.871798598
2452,203929.928517082
2453,96917.9900860785
2454,116046.612730754
2455,124617.198575322
2456,152658.307896484
2457,127074.318159764
2458,130174.736177789
2459,107524.741596073
2460,149948.355511451
2461,140242.854430381
2462,138035.997995916
2463,134106.202395443
2464,169304.729426108
2465,145579.080968697
2466,129625.286107617
2467,131708.35173006
2468,92958.1069841684
2469,90154.45230874
2470,181009.023222023
2471,200018.33055337
2472,160580.46622764
2473,115654.076596136
2474,78280.7614866191
2475,240325.149150793
2476,121493.744160067
2477,126366.711673581
2478,155729.262706505
2479,106936.973837869
2480,146464.857725241
2481,119640.274745517
2482,124120.196583432
2483,110088.24396563
2484,129517.007589638
2485,124967.134280695
2486,146687.868751461
2487,169918.317760787
2488,173319.064513949
2489,160130.762924549
2490,137120.072295949
2491,108186.870180551
2492,199373.600162656
2493,151490.157411028
2494,153779.300447797
2495,99441.5127512582
2496,264270.121911642
2497,154637.279314394
2498,103823.523685597
2499,89128.0631268127
2500,118401.693698522
2501,140510.729185166
2502,145174.990767303
2503,108902.160152468
2504,166101.725370251
2505,227343.461963551
2506,259768.720662745
2507,292714.224374927
2508,259669.242263146
2509,223404.323483821
2510,228501.339228834
2511,188454.988308605
2512,205386.981783388
2513,221648.008197331
2514,302693.273455497
2515,152683.31109097
2516,182124.661296091
2517,159485.619554255
2518,155751.823047661
2519,225976.726072104
2520,224158.698178541
2521,197366.780562317
2522,233934.051725701
2523,134588.851095403
2524,147947.274889937
2525,160579.833199467
2526,148655.890771975
2527,124279.753179479
2528,134319.412022685
2529,139085.220735321
2530,141613.509888242
2531,251445.307611053
2532,234326.778678204
2533,206589.146850653
2534,231337.993766065
2535,296189.808421419
2536,241039.368538673
2537,234062.017339071
2538,191006.647881172
2539,194858.013459301
2540,187638.705298256
2541,191954.293233601
2542,164602.153706592
2543,116179.218553369
2544,121343.697355574
2545,146368.152488351
2546,135254.97314156
2547,148225.640657512
2548,158724.606979258
2549,146378.942954967
2550,603838.772472697
2551,143700.499609807
2552,123924.864219177
2553,82577.1131160394
2554,103614.273425392
2555,126339.023082001
2556,95378.3720666397
2557,112075.098359419
2558,145981.282999015
2559,145356.472830747
2560,153465.058285041
2561,160147.897356502
2562,155684.813861018
2563,162034.733046921
2564,203567.195929686
2565,138581.136373287
2566,146399.471983
2567,145415.474732124
2568,185385.740554536
2569,200915.053050154
2570,126412.971835264
2571,170129.088717592
2572,160588.257679754
2573,210817.326316732
2574,292249.230906502
2575,129096.25473832
2576,116227.104366798
2577,137972.399523502
2578,89989.6679676265
2579,62391.7476303865
2580,108215.462438426
2581,112837.416796907
2582,122186.457909161
2583,256902.053163588
2584,186725.15931896
2585,178293.504539812
2586,221763.903437609
2587,216142.677830704
2588,153391.8093835
2589,165709.069340703
2590,235296.198372092
2591,274423.493576851
2592,228776.946608228
2593,248067.009609907
2594,210106.031644166
2595,212075.3758795
2596,305627.941701313
2597,195220.877700562
2598,273299.884151637
2599,344388.659151142
2600,164958.620587446
2601,148684.534468542
2602,91813.8819115099
2603,97934.8930881357
2604,98802.005020513
2605,87219.9331945199
2606,151551.279402129
2607,224372.361957498
2608,212857.162500625
2609,181411.246154884
2610,115625.385636045
2611,127270.797721074
2612,167752.022728719
2613,131911.044183038
2614,124332.672949616
2615,160545.726230817
2616,156404.610178521
2617,186079.439316114
2618,169188.484600765
2619,204247.290210913
2620,197239.537118157
2621,178615.933179043
2622,189900.041183697
2623,243857.223865082
2624,294549.317294881
2625,311235.660391667
2626,182776.86109917
2627,198541.391708542
2628,399660.363958615
2629,436105.345735744
2630,343675.362135256
2631,442575.421963356
2632,356002.223611026
2633,301833.645138116
2634,376844.570449637
2635,164829.329419428
2636,188462.955087759
2637,176075.889234165
2638,262554.068717491
2639,193357.388704947
2640,155752.44714156
2641,102103.956499767
2642,180406.68628072
2643,110817.000506178
2644,121123.030323962
2645,108911.466509314
2646,96558.7814590941
2647,105770.8729435
2648,149612.314646964
2649,163364.918106601
2650,150055.606673626
2651,147006.280587895
2652,392535.822628362
2653,269026.665711267
2654,260220.639811088
2655,365765.683397431
2656,318068.606620946
2657,339287.984143764
2658,291996.504140218
2659,302776.461549986
2660,342367.578983915
2661,342704.291156197
2662,336414.112196406
2663,303900.427932451
2664,278470.791807399
2665,326623.441297219
2666,297342.501875571
2667,176235.041026871
2668,190042.518806616
2669,184043.185929343
2670,275848.040006798
2671,190598.514909717
2672,200975.30096355
2673,211289.069199339
2674,214426.208184307
2675,169664.9683249
2676,199145.100415615
2677,204440.798552223
2678,258353.872894521
2679,292329.03616477
2680,305041.420185686
2681,384733.60485551
2682,327018.991042653
2683,456042.748035767
2684,323716.177210968
2685,342330.488526788
2686,256197.081313854
2687,301402.435757763
2688,220430.899152714
2689,211671.032186904
2690,365998.854451152
2691,189098.87916947
2692,139070.18254372
2693,195795.488347984
2694,132222.019958601
2695,191754.447278025
2696,184474.650364843
2697,188186.50856837
2698,203319.046656622
2699,184637.058568278
2700,160398.797499003
2701,145053.027804108
2702,113455.865320337
2703,149514.826717816
2704,139641.994707261
2705,118257.761674309
2706,109514.154072144
2707,123771.415837616
2708,127812.07841869
2709,106584.624552535
2710,126489.792568615
2711,292244.187926982
2712,365108.714309672
2713,180728.100863391
2714,158908.071190594
2715,177568.602217041
2716,158326.804382834
2717,195921.126527419
2718,235771.84616369
2719,151333.877979026
2720,192811.987708136
2721,130089.299426599
2722,156908.300071809
2723,140742.791600568
2724,117813.791515207
2725,130073.379324582
2726,151195.105063746
2727,184969.368462091
2728,184177.656745087
2729,145574.487917592
2730,149490.849232387
2731,140273.016098208
2732,135497.207715199
2733,161784.425794822
2734,147953.667447882
2735,136739.821806619
2736,143758.919217265
2737,118891.520853188
2738,147513.648849648
2739,164686.459353423
2740,144876.655709786
2741,137128.653306374
2742,152563.203021674
2743,157105.861737336
2744,154081.55406833
2745,146662.572133609
2746,128946.969109652
2747,173002.378045444
2748,139502.738035668
2749,126385.98406325
2750,129097.131511944
2751,127195.30925883
2752,215607.945474792
2753,145740.420123492
2754,185971.878262012
2755,150587.665199089
2756,87121.6853826388
2757,74896.6229986283
2758,83810.4930016072
2759,156363.193125947
2760,114788.802575438
2761,142346.925880343
2762,139501.486699703
2763,200246.022287449
2764,171733.661593255
2765,289825.02940471
2766,107908.155342966
2767,91659.0566522951
2768,133233.988308053
2769,130879.952638006
2770,151553.166469621
2771,106854.921128015
2772,115221.939996923
2773,163193.317672224
2774,140959.69463497
2775,119690.328210366
2776,144727.869259385
2777,152080.637617397
2778,119365.437176336
2779,123520.229534278
2780,101248.190703165
2781,101775.415722821
2782,92186.0611508169
2783,96860.61346191
2784,122575.111346995
2785,137914.658510592
2786,62250.1779497574
2787,128096.510757487
2788,77730.9905695602
2789,170857.391971471
2790,95496.4891702427
2791,106479.172086816
2792,70268.6953691312
2793,128402.40632783
2794,92084.2688238254
2795,124307.128473828
2796,99166.6840079421
2797,177983.092977801
2798,109875.4299947
2799,113886.409253988
2800,72225.5895135494
2801,113880.174165458
2802,135685.396230732
2803,161562.569632824
2804,144529.758376504
2805,111531.8730396
2806,88403.3073385869
2807,145099.871189603
2808,143430.649644092
2809,135045.178280855
2810,129905.56218513
2811,163676.614058536
2812,166763.105388009
2813,163151.798024458
2814,163113.595054221
2815,102936.06225158
2816,254248.176998163
2817,158961.086279424
2818,124591.663280467
2819,196566.00181298
2820,136649.31052786
2821,114966.427813832
2822,210679.12576893
2823,289656.904558035
2824,152466.223833907
2825,152636.801582911
2826,128626.827909286
2827,146720.319402365
2828,204923.908156066
2829,231194.443568108
2830,237333.861615896
2831,176270.793484324
2832,246093.905532332
2833,270143.374893299
2834,213891.329210376
2835,216289.316370624
2836,194729.646503026
2837,185210.699453027
2838,156193.831716283
2839,178847.012537803
2840,217740.656837433
2841,206543.153676
2842,229975.096738339
2843,161766.856529633
2844,195671.502358125
2845,138372.526577291
2846,211857.432564154
2847,211585.278579994
2848,222200.258231756
2849,207910.970041767
2850,286966.272979471
